item,title
3674,For the Love of Benji
3675,White Christmas
3676,Eraserhead
3677,Baraka
3678,The Man with the Golden Arm
3679,The Decline of Western Civilization
3680,The Decline of Western Civilization Part II: The Metal Years
3681,For a Few Dollars More
3682,Magnum Force
3683,Blood Simple
3684,The Fabulous Baker Boys
3685,Prizzi's Honor
3686,Flatliners
3687,Light Years
3688,Porky's
3689,Porky's II: The Next Day
3690,Porky's Revenge
3691,Private School
3692,Class of Nuke 'Em High
3693,The Toxic Avenger
3694,"The Toxic Avenger, Part II"
3695,The Toxic Avenger Part III: The Last Temptation of Toxie
3696,Night of the Creeps
3697,Predator 2
3698,The Running Man
3699,Starman
3700,The Brother from Another Planet
3701,Alien Nation
3702,Mad Max
3703,Mad Max 2 (a.k.a. The Road Warrior)
3704,Mad Max Beyond Thunderdome
3705,Bird on a Wire
3706,Angel Heart
3707,Nine 1/2 Weeks
3708,Firestarter
3709,Sleepwalkers
3710,Action Jackson
3711,Sarafina!
3712,Soapdish
3713,The Long Walk Home
3714,Clara's Heart
3715,Burglar
3716,Fatal Beauty
3717,Gone in 60 Seconds
3718,American Pimp
3719,Love's Labour's Lost
3720,Sunshine
3721,Trixie
3722,Live Virgin
3723,Hamlet
3724,Coming Home
3725,American Pop
3726,Assault on Precinct 13
3727,Near Dark
3728,One False Move
3729,Shaft
3730,The Conversation
3731,Cutter's Way
3732,The Fury
3733,The Paper Chase
3734,Prince of the City
3735,Serpico
3736,The Big Carnival
3737,Lonely Are the Brave
3738,The Sugarland Express
3739,Trouble in Paradise
3740,Big Trouble in Little China
3741,Badlands
3742,"Battleship Potemkin, The (Bronenosets Potyomkin)"
3743,Boys and Girls
3744,Shaft
3745,Titan A.E.
3746,Butterfly (La Lengua de las Mariposas)
3747,Jesus' Son
3748,The Match
3749,Time Regained (Le Temps Retrouvé)
3751,Chicken Run
3752,"Me, Myself and Irene"
3753,The Patriot
3754,The Adventures of Rocky and Bullwinkle
3755,The Perfect Storm
3756,The Golden Bowl
3757,Asylum
3758,Communion
3759,Fun and Fancy Free
3760,The Kentucky Fried Movie
3761,"Blood In, Blood Out (a.k.a. Bound by Honor)"
3762,Daughter of Dr. Jeckyll
3763,F/X
3764,F/X 2
3765,The Hot Spot
3766,Missing in Action
3767,Missing in Action 2: The Beginning
3768,Braddock: Missing in Action III
3769,Thunderbolt and Lightfoot
3770,Dreamscape
3771,The Golden Voyage of Sinbad
3772,Hatchet For the Honeymoon (Rosso Segno Della Follia)
3773,House Party
3774,House Party 2
3775,Make Mine Music
3776,Melody Time
3777,Nekromantik
3778,On Our Merry Way
3779,Project Moon Base
3780,Rocketship X-M
3781,Shaft in Africa
3782,Shaft's Big Score!
3783,Croupier
3784,The Kid
3785,Scary Movie
3786,But I'm a Cheerleader
3787,Shower (Xizhao)
3788,Blowup
3789,The Pawnbroker
3790,Groove
3791,Footloose
3792,Duel in the Sun
3793,X-Men
3794,Chuck & Buck
3795,The Five Senses
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality)"
3797,The In Crowd
3798,What Lies Beneath
3799,Pokémon the Movie 2000
3800,Criminal Lovers (Les Amants Criminels)
3801,Anatomy of a Murder
3802,Freejack
3803,Greaser's Palace
3804,H.O.T.S.
3805,Knightriders
3806,MacKenna's Gold
3807,Sinbad and the Eye of the Tiger
3808,Two Women (La Ciociara)
3809,What About Bob?
3810,White Sands
3811,Breaker Morant
3812,Everything You Always Wanted to Know About Sex
3813,Interiors
3814,Love and Death
3816,"Official Story, The (La Historia Oficial)"
3817,"Other Side of Sunday, The (Søndagsengler)"
3818,Pot O' Gold
3819,Tampopo
3820,Thomas and the Magic Railroad
3821,Nutty Professor II: The Klumps
3822,"Girl on the Bridge, The (La Fille sur le Pont)"
3823,Wonderland
3824,Autumn in New York
3825,Coyote Ugly
3826,Hollow Man
3827,Space Cowboys
3828,Better Living
3830,Psycho Beach Party
3831,Saving Grace
3832,"Black Sabbath (Tre Volti Della Paura, I)"
3833,The Brain That Wouldn't Die
3834,Bronco Billy
3835,The Crush
3836,Kelly's Heroes
3837,Phantasm II
3838,Phantasm III: Lord of the Dead
3839,Phantasm IV: Oblivion
3840,Pumpkinhead
3841,Air America
3842,Make Them Die Slowly (Cannibal Ferox)
3843,Sleepaway Camp
3844,Steel Magnolias
3845,And God Created Woman (Et Dieu&#8230;Créa la Femme)
3846,Easy Money
3847,"Ilsa, She Wolf of the SS"
3848,Silent Fall
3849,The Spiral Staircase
3850,Whatever Happened to Aunt Alice?
3851,I'm the One That I Want
3852,The Tao of Steve
3853,The Tic Code
3854,Aimée & Jaguar
3855,"Affair of Love, An (Une Liaison Pornographique)"
3857,Bless the Child
3858,Cecil B. Demented
3859,The Eyes of Tammy Faye
3860,The Opportunists
3861,The Replacements
3862,About Adam
3863,The Cell
3864,Godzilla 2000 (Gojira ni-sen mireniamu)
3865,The Original Kings of Comedy
3866,Sunset Strip
3867,All the Rage (a.k.a. It's the Rage)
3868,The Naked Gun: From the Files of Police Squad!
3869,The Naked Gun 2 1/2: The Smell of Fear
3870,Our Town
3871,Shane
3872,"Suddenly, Last Summer"
3873,Cat Ballou
3874,"Couch in New York, A"
3875,The Devil Rides Out
3876,Jerry & Tom
3877,Supergirl
3878,X: The Unknown
3879,The Art of War
3880,The Ballad of Ramblin' Jack
3881,Bittersweet Motel
3882,Bring It On
3883,Catfish in Black Bean Sauce
3884,The Crew
3885,Love & Sex
3886,Steal This Movie!
3887,Went to Coney Island on a Mission From God... Be Back by Five
3888,Skipped Parts
3889,Highlander: Endgame
3890,Back Stage
3891,Turn It Up
3892,Anatomy (Anatomie)
3893,Nurse Betty
3894,Solas
3895,The Watcher
3896,The Way of the Gun
3897,Almost Famous
3898,Bait
3899,Circus
3900,Crime and Punishment in Suburbia
3901,Duets
3902,Goya in Bordeaux (Goya en Bodeos)
3903,Urbania
3904,"Uninvited Guest, An"
3905,The Specials
3906,Under Suspicion
3908,Urban Legends: Final Cut
3909,Woman on Top
3910,Dancer in the Dark
3911,Best in Show
3912,Beautiful
3913,Barenaked in America
3914,The Broken Hearts Club
3915,Girlfight
3916,Remember the Titans
3917,Hellraiser
3918,Hellbound: Hellraiser II
3919,Hellraiser III: Hell on Earth
3920,"Faraway, So Close (In Weiter Ferne, So Nah!)"
3921,Beach Party
3922,Bikini Beach
3923,Return of the Fly
3924,Pajama Party
3925,Stranger Than Paradise
3926,Voyage to the Bottom of the Sea
3927,Fantastic Voyage
3928,Abbott and Costello Meet Frankenstein
3929,The Bank Dick
3930,The Creature From the Black Lagoon
3931,The Giant Gila Monster
3932,The Invisible Man
3933,The Killer Shrews
3934,Kronos
3935,Kronos
3936,The Phantom of the Opera
3937,Runaway
3938,The Slumber Party Massacre
3939,The Slumber Party Massacre II
3940,The Slumber Party Massacre III
3941,Sorority House Massacre
3942,Sorority House Massacre II
3943,Bamboozled
3944,Bootmen
3945,Digimon: The Movie
3946,Get Carter
3947,Get Carter
3948,Meet the Parents
3949,Requiem for a Dream
3950,Tigerland
3951,Two Family House
3952,The Contender
